도메인,질문번호,질문,1순위 답변,2순위 답변,3순위 답변,답변항목 설명
여가,Q32_2r3,문32-2. 향후 1년동안 이용하고 싶은 여가공간 - 3순위,"51. 산(자연공원 포함) (122명, 34.5%)","50. 캠핑장 (118명, 33.3%)","46. 생활권공원(근린공원，소공원，어린이공원 등) (114명, 32.2%)","01. 문예회관
02. 지방문화원
03. 문화의집
04. 생활문화센터
05. 사설문화센터
06. 미술관
07. 박물관·전시관
08. 기념관
09. 공연장
10. 영화관
11. 도서관·대형서점
12. 행정복지센터
13. 여성회관
14. 사회복지관
15. 노인복지관
16. 평생학습관
17. 학교시설
18. 학원(어학，기술，자격증 취득 등)
19. 노래방
20. PC방(복합멀티게임방)
21. 만화방
22. 오락장(아케이드게임방, 보드게임방 등)
23. 클럽(댄스포함)
24. 목욕시설(목욕탕, 찜질방, 사우나, 온천 등)
25. 미용관리실(피부관리, 네일아트, 마사지, 헤어숍 등)
26. 수족관(아쿠아리움)
27. 쇼핑몰(백화점 등)
28. 카페(커피숍, 방탈출, VR카페, 이색테마카페 등)
29. 대형마트
30. 식당(패밀리레스토랑, 주점 등)
31. 국민체육센터(주민체육센터 등)
32. 청소년수련관
33. 복합체육관
34. 헬스클럽
35. 골프연습장(스크린골프장)
36. 수영장
37. 당구장, 탁구장, 볼링장
38. 빙상경기장(아이스링크)
39. 기타 실내 체육시설
40. 종교시설(교회, 절, 성당 등)
41. 위에서 분류되지 않은 기타 실내시설
42. 운동경기장（축구, 농구，야구 등）
43. 학교운동장
44. 골프장
45. 기타 실외 체육시설
46. 생활권공원(근린공원，소공원，어린이공원 등)
47. 주제공원(역사공원, 수변공원, 체육공원 등)
48. 산림욕장
49. 식물원
50. 캠핑장
51. 산(자연공원 포함)
52. 차 없는 거리(나혜석 거리, 수원역 로데오거리)
53. 수원화성(행궁, 행리단길, 화성성곽)
54. 근대거리(향교로, 구 경기도청 일원)
55. 구 농촌진흥청 서울대학교 농생대(서호일원, 상상캠퍼스)
56. 재래시장
57. 아파트 내(집주변) 공터
58. 위에서 분류되지 않은 기타 실외공간"
여가,Q33op,문33. 수원시 내 여가활동 참여 시 제약_기타,"주차장부족 (3명, 42.9%)","교통체증 (2명, 28.6%)","주말교통체증 (2명, 28.6%)",
여가,Q33r1,문33. 수원시 내 여가활동 참여 시 제약(1순위),"제약을 느낀 점이 없음 (687명, 52.1%)","여가활동에 필요한 장비 부족 (377명, 28.6%)","이동을 위한 교통편 미흡 (255명, 19.3%)","활동에 적합한 장소나 시설 부족
이동을 위한 교통편 미흡
여가활동 관련 정보 부족
여가활동에 필요한 장비 부족
여가활동을 같이 할 사람이 없음
여가활동을 하기에 경제적 여유가 없음
여가활동을 위한 여유시간이 없음
여가활동이 귀찮고 피곤함
여가활동을 하기에 건강이 좋지 않음
기타
제약을 느낀 점이 없음"
여가,Q33r2,문33. 수원시 내 여가활동 참여 시 제약(2순위),"이동을 위한 교통편 미흡 (238명, 37.7%)","여가활동에 필요한 장비 부족 (221명, 35.0%)","여가활동이 귀찮고 피곤함 (173명, 27.4%)","활동에 적합한 장소나 시설 부족
이동을 위한 교통편 미흡
여가활동 관련 정보 부족
여가활동에 필요한 장비 부족
여가활동을 같이 할 사람이 없음
여가활동을 하기에 경제적 여유가 없음
여가활동을 위한 여유시간이 없음
여가활동이 귀찮고 피곤함
여가활동을 하기에 건강이 좋지 않음
기타
제약을 느낀 점이 없음"
스포츠 문화,Q34a1,문34. 2023년 관람한 문화예술 행사 관람횟수 - 1. 문학행사_수원시 내,"0 (87명, 61.3%)","1 (42명, 29.6%)","2 (13명, 9.2%)",
스포츠 문화,Q34a2,문34. 2023년 관람한 문화예술 행사 관람횟수 - 1. 문학행사_수원시 외,"0 (83명, 59.7%)","1 (47명, 33.8%)","2 (9명, 6.5%)",
스포츠 문화,Q34a3,문34. 2023년 관람한 문화예술 행사 관람횟수 - 1. 문학행사_TV/온라인/모바일 등,"0 (63명, 44.4%)","2 (50명, 35.2%)","1 (29명, 20.4%)",
스포츠 문화,Q34b1,문34. 2023년 관람한 문화예술 행사 관람횟수 - 2. 전시_수원시 내,"1 (144명, 64.6%)","0 (57명, 25.6%)","2 (22명, 9.9%)",
스포츠 문화,Q34b2,문34. 2023년 관람한 문화예술 행사 관람횟수 - 2. 전시_수원시 외,"0 (71명, 44.7%)","1 (52명, 32.7%)","2 (36명, 22.6%)",
스포츠 문화,Q34b3,문34. 2023년 관람한 문화예술 행사 관람횟수 - 2. 전시_TV/온라인/모바일 등,"0 (71명, 65.1%)","3 (22명, 20.2%)","2 (16명, 14.7%)",
스포츠 문화,Q34c1,문34. 2023년 관람한 문화예술 행사 관람횟수 - 3. 서양음악_수원시 내,"0 (73명, 55.3%)","1 (35명, 26.5%)","2 (24명, 18.2%)",
스포츠 문화,Q34c2,문34. 2023년 관람한 문화예술 행사 관람횟수 - 3. 서양음악_수원시 외,"0 (81명, 68.1%)","2 (20명, 16.8%)","1 (18명, 15.1%)",
스포츠 문화,Q34c3,문34. 2023년 관람한 문화예술 행사 관람횟수 - 3. 서양음악_TV/온라인/모바일 등,"0 (65명, 56.5%)","1 (31명, 27.0%)","2 (19명, 16.5%)",
스포츠 문화,Q34d1,문34. 2023년 관람한 문화예술 행사 관람횟수 - 4. 전통예술_수원시 내,"0 (85명, 58.2%)","1 (37명, 25.3%)","2 (24명, 16.4%)",
스포츠 문화,Q34d2,문34. 2023년 관람한 문화예술 행사 관람횟수 - 4. 전통예술_수원시 외,"0 (81명, 62.8%)","1 (27명, 20.9%)","2 (21명, 16.3%)",
스포츠 문화,Q34d3,문34. 2023년 관람한 문화예술 행사 관람횟수 - 4. 전통예술_TV/온라인/모바일 등,"0 (81명, 65.3%)","1 (23명, 18.5%)","2 (20명, 16.1%)",
스포츠 문화,Q34e1,"문34. 2023년 관람한 문화예술 행사 관람횟수 - 5. 연극, 뮤지컬_수원시 내","1 (162명, 54.9%)","2 (75명, 25.4%)","0 (58명, 19.7%)",
스포츠 문화,Q34e2,"문34. 2023년 관람한 문화예술 행사 관람횟수 - 5. 연극, 뮤지컬_수원시 외","1 (82명, 49.7%)","0 (69명, 41.8%)","3 (14명, 8.5%)",
스포츠 문화,Q34e3,"문34. 2023년 관람한 문화예술 행사 관람횟수 - 5. 연극, 뮤지컬_TV/온라인/모바일 등","0 (67명, 50.4%)","2 (34명, 25.6%)","1 (32명, 24.1%)",
스포츠 문화,Q34f1,문34. 2023년 관람한 문화예술 행사 관람횟수 - 6. 무용_수원시 내,"0 (89명, 74.8%)","1 (25명, 21.0%)","2 (5명, 4.2%)",
스포츠 문화,Q34f2,문34. 2023년 관람한 문화예술 행사 관람횟수 - 6. 무용_수원시 외,"0 (77명, 65.8%)","2 (29명, 24.8%)","1 (11명, 9.4%)",
스포츠 문화,Q34f3,문34. 2023년 관람한 문화예술 행사 관람횟수 - 6. 무용_TV/온라인/모바일 등,"0 (72명, 63.2%)","1 (23명, 20.2%)","3 (19명, 16.7%)",
스포츠 문화,Q34g1,문34. 2023년 관람한 문화예술 행사 관람횟수 - 7. 영화_수원시 내,"2 (435명, 47.9%)","1 (253명, 27.9%)","3 (220명, 24.2%)",
스포츠 문화,Q34g2,문34. 2023년 관람한 문화예술 행사 관람횟수 - 7. 영화_수원시 외,"1 (116명, 38.8%)","0 (94명, 31.4%)","2 (89명, 29.8%)",
스포츠 문화,Q34g3,문34. 2023년 관람한 문화예술 행사 관람횟수 - 7. 영화_TV/온라인/모바일 등,"3 (182명, 38.2%)","2 (163명, 34.2%)","5 (132명, 27.7%)",
스포츠 문화,Q34h1,문34. 2023년 관람한 문화예술 행사 관람횟수 - 8. 대중공연_수원시 내,"1 (97명, 45.8%)","0 (75명, 35.4%)","2 (40명, 18.9%)",
스포츠 문화,Q34h2,문34. 2023년 관람한 문화예술 행사 관람횟수 - 8. 대중공연_수원시 외,"1 (87명, 48.1%)","0 (71명, 39.2%)","2 (23명, 12.7%)",
스포츠 문화,Q34h3,문34. 2023년 관람한 문화예술 행사 관람횟수 - 8. 대중공연_TV/온라인/모바일 등,"2 (115명, 56.1%)","1 (55명, 26.8%)","0 (35명, 17.1%)",
스포츠 문화,Q34i1,문34. 2023년 관람한 문화예술 행사 관람횟수 - 9. 축제_수원시 내,"1 (263명, 73.3%)","2 (49명, 13.6%)","0 (47명, 13.1%)",
스포츠 문화,Q34i2,문34. 2023년 관람한 문화예술 행사 관람횟수 - 9. 축제_수원시 외,"1 (86명, 47.3%)","0 (53명, 29.1%)","2 (43명, 23.6%)",
스포츠 문화,Q34i3,문34. 2023년 관람한 문화예술 행사 관람횟수 - 9. 축제_TV/온라인/모바일 등,"0 (76명, 56.3%)","1 (45명, 33.3%)","2 (14명, 10.4%)",
여가,Q35a1,문35. 수원시 내 여가생활 평가 - 1. 나의 전반적인 여가생활에 만족한다,"⑤ (782명, 45.1%)","④보통 (508명, 29.3%)","⑥ (445명, 25.6%)","①전혀 그렇지 않다
②
③
④보통
⑤
⑥
⑦매우 그렇다
그렇지 않다
보통
그렇다
모름/무응답"
여가,Q35a2,문35. 수원시 내 여가생활 평가 - 2. 주변 사람들에게 내가 하는 여가활동을 추천할 의향이 있다,"⑤ (707명, 43.4%)","④보통 (615명, 37.8%)","③ (307명, 18.8%)","①전혀 그렇지 않다
②
③
④보통
⑤
⑥
⑦매우 그렇다
그렇지 않다
보통
그렇다
모름/무응답"
여가,Q36a1,문36. 수원시 여가정책 평가 - 1. 다양한 여가시설이 있다,"⑤ (938명, 49.3%)","⑥ (525명, 27.6%)","④보통 (438명, 23.0%)","①전혀 그렇지 않다
②
③
④보통
⑤
⑥
⑦매우 그렇다
그렇지 않다
보통
그렇다
모름/무응답"
여가,Q36a2,문36. 수원시 여가정책 평가 - 2. 질 좋은 여가프로그램을 개발 및 보급하고 있다,"⑤ (842명, 45.5%)","④보통 (537명, 29.0%)","⑥ (473명, 25.5%)","①전혀 그렇지 않다
②
③
④보통
⑤
⑥
⑦매우 그렇다
그렇지 않다
보통
그렇다
모름/무응답"
여가,Q36a3,문36. 수원시 여가정책 평가 - 3. 여가와 관련한 전문인력을 양성 및 배치하고 있다,"⑤ (811명, 43.8%)","④보통 (593명, 32.1%)","⑥ (446명, 24.1%)","①전혀 그렇지 않다
②
③
④보통
⑤
⑥
⑦매우 그렇다
그렇지 않다
보통
그렇다
모름/무응답"
여가,Q36a4,문36. 수원시 여가정책 평가 - 4. 여가관련 동호회를 육성 및 지원하고 있다,"⑤ (739명, 42.6%)","④보통 (527명, 30.4%)","⑥ (467명, 26.9%)","①전혀 그렇지 않다
②
③
④보통
⑤
⑥
⑦매우 그렇다
그렇지 않다
보통
그렇다
모름/무응답"
여가,Q36a5,문36. 수원시 여가정책 평가 - 5. 소외계층을 위한 여가생활을 지원하고 있다,"⑤ (725명, 41.7%)","④보통 (563명, 32.4%)","⑥ (452명, 26.0%)","①전혀 그렇지 않다
②
③
④보통
⑤
⑥
⑦매우 그렇다
그렇지 않다
보통
그렇다
모름/무응답"
여가,Q36a6,문36. 수원시 여가정책 평가 - 6. 보다 나은 여가생활을 위해 법규와 제도를 개선하고 있다,"⑤ (858명, 46.9%)","④보통 (580명, 31.7%)","⑥ (391명, 21.4%)","①전혀 그렇지 않다
②
③
④보통
⑤
⑥
⑦매우 그렇다
그렇지 않다
보통
그렇다
모름/무응답"
여가,Q36a7,문36. 수원시 여가정책 평가 - 7. 공휴일과 휴가를 법적으로 보장하고 있다,"⑤ (935명, 50.3%)","④보통 (577명, 31.0%)","⑥ (347명, 18.7%)","①전혀 그렇지 않다
②
③
④보통
⑤
⑥
⑦매우 그렇다
그렇지 않다
보통
그렇다
모름/무응답"
경제,Q3a1,문3. 수원시 환경만족도 - 1. 경제환경,"⑤ (905명, 48.4%)","⑥ (485명, 26.0%)","④보통 (478명, 25.6%)","①전혀 만족하지 않는다
②
③
④보통
⑤
⑥
⑦매우 만족한다
불만족
보통
만족
모름/무응답"
정책 인지도·만족도(체감도),Q3a2,문3. 수원시 환경만족도 - 2. 주거환경,"⑤ (854명, 45.7%)","⑥ (513명, 27.4%)","④보통 (502명, 26.9%)","①전혀 만족하지 않는다
②
③
④보통
⑤
⑥
⑦매우 만족한다
불만족
보통
만족
모름/무응답"
정책 인지도·만족도(체감도),Q3a3,문3. 수원시 환경만족도 - 3. 생활환경,"⑤ (892명, 48.2%)","⑥ (515명, 27.9%)","④보통 (442명, 23.9%)","①전혀 만족하지 않는다
②
③
④보통
⑤
⑥
⑦매우 만족한다
불만족
보통
만족
모름/무응답"
정책 인지도·만족도(체감도),Q3a4,문3. 수원시 환경만족도 - 4. 복지환경,"⑤ (865명, 46.4%)","④보통 (522명, 28.0%)","⑥ (476명, 25.6%)","①전혀 만족하지 않는다
②
③
④보통
⑤
⑥
⑦매우 만족한다
불만족
보통
만족
모름/무응답"
정책 인지도·만족도(체감도),Q3a5,문3. 수원시 환경만족도 - 5. 보건환경,"⑤ (837명, 44.5%)","④보통 (526명, 27.9%)","⑥ (519명, 27.6%)","①전혀 만족하지 않는다
②
③
④보통
⑤
⑥
⑦매우 만족한다
불만족
보통
만족
모름/무응답"
정책 인지도·만족도(체감도),Q3a6,문3. 수원시 환경만족도 - 6. 교육환경,"⑤ (848명, 45.3%)","④보통 (581명, 31.0%)","⑥ (444명, 23.7%)","①전혀 만족하지 않는다
②
③
④보통
⑤
⑥
⑦매우 만족한다
불만족
보통
만족
모름/무응답"
정책 인지도·만족도(체감도),Q3a7,문3. 수원시 환경만족도 - 7. 안전환경,"⑤ (893명, 47.4%)","④보통 (559명, 29.7%)","⑥ (433명, 23.0%)","①전혀 만족하지 않는다
②
③
④보통
⑤
⑥
⑦매우 만족한다
불만족
보통
만족
모름/무응답"
정책 인지도·만족도(체감도),Q3a8,문3. 수원시 환경만족도 - 8. 사회환경,"⑤ (913명, 47.6%)","④보통 (712명, 37.1%)","⑥ (295명, 15.4%)","①전혀 만족하지 않는다
②
③
④보통
⑤
⑥
⑦매우 만족한다
불만족
보통
만족
모름/무응답"
도시 이미지·정체성,Q41a1,문41. 수원시 이미지 - 1. 호감,"⑥ (981명, 51.9%)","⑤ (706명, 37.4%)","④중간 (203명, 10.7%)","①부정적
②
③
④중간
⑤
⑥
⑦긍정적
부정적
보통
긍정적
모름/무응답"
도시 이미지·정체성,Q41a2,문41. 수원시 이미지 - 2. 밝은,"⑤ (863명, 46.1%)","⑥ (649명, 34.7%)","④중간 (359명, 19.2%)","①부정적
②
③
④중간
⑤
⑥
⑦긍정적
부정적
보통
긍정적
모름/무응답"
도시 이미지·정체성,Q41a3,문41. 수원시 이미지 - 3. 새로운,"⑤ (720명, 41.8%)","⑥ (610명, 35.4%)","④중간 (394명, 22.9%)","①부정적
②
③
④중간
⑤
⑥
⑦긍정적
부정적
보통
긍정적
모름/무응답"
도시 이미지·정체성,Q41a4,문41. 수원시 이미지 - 4. 변화하는,"⑤ (701명, 39.7%)","⑥ (678명, 38.4%)","④중간 (387명, 21.9%)","①부정적
②
③
④중간
⑤
⑥
⑦긍정적
부정적
보통
긍정적
모름/무응답"
도시 이미지·정체성,Q41a5,문41. 수원시 이미지 - 5. 안전한,"⑤ (784명, 42.8%)","⑥ (673명, 36.8%)","④중간 (374명, 20.4%)","①부정적
②
③
④중간
⑤
⑥
⑦긍정적
부정적
보통
긍정적
모름/무응답"
도시 이미지·정체성,Q41a6,문41. 수원시 이미지 - 6. 기회가 많은,"⑤ (822명, 44.2%)","⑥ (607명, 32.7%)","④중간 (430명, 23.1%)","①부정적
②
③
④중간
⑤
⑥
⑦긍정적
부정적
보통
긍정적
모름/무응답"
도시 이미지·정체성,Q41a7,문41. 수원시 이미지 - 7. 희망적인,"⑤ (847명, 44.2%)","⑥ (695명, 36.3%)","④중간 (374명, 19.5%)","①부정적
②
③
④중간
⑤
⑥
⑦긍정적
부정적
보통
긍정적
모름/무응답"
도시 이미지·정체성,Q41a8,문41. 수원시 이미지 - 8. 깨끗한,"⑤ (870명, 45.4%)","⑥ (655명, 34.2%)","④중간 (393명, 20.5%)","①부정적
②
③
④중간
⑤
⑥
⑦긍정적
부정적
보통
긍정적
모름/무응답"
도시 이미지·정체성,Q42,문42. 수원시민 자부심,"⑤ (1167명, 59.3%)","⑥ (416명, 21.1%)","④보통 (386명, 19.6%)","①전혀 자부심을 느끼지 않는다
②
③
④보통
⑤
⑥
⑦매우 자부심을 느낀다
자부심을 못느낌
보통
자부심을 느낌
모름/무응답"
도시 이미지·정체성,Q43,문43. 수원시에 거주하는 주된 이유,"가족(함께 거주, 출생, 결혼, 분가 등) (622명, 42.1%)","직업(취업, 사업, 직장이전 등) (430명, 29.1%)","생활여건(교통, 문화, 편의시설 등) (425명, 28.8%)","직업(취업, 사업, 직장이전 등)
생활여건(교통, 문화, 편의시설 등)
가족(함께 거주, 출생, 결혼, 분가 등)
자연여건(건강, 녹지, 전원생활 등)
주택(주택구입, 계약만료, 재개발 등)
교육여건(진학, 학업, 자녀교육 등)
기타"
도시 이미지·정체성,Q45a1,문45. 수원시 내 도움을 요청할 사람 유무 - 1. 몸이 아플 때 보살펴 줄 수 있는 사람,"있다 (1692명, 82.9%)","없다 (349명, 17.1%)",,"있다
없다
비해당"
도시 이미지·정체성,Q45a2,문45. 수원시 내 도움을 요청할 사람 유무 - 2. 갑자기 금전적인 도움이 필요할 때 돈을 빌려 줄 사람,"있다 (1212명, 59.4%)","없다 (829명, 40.6%)",,"있다
없다
비해당"
도시 이미지·정체성,Q45a3,문45. 수원시 내 도움을 요청할 사람 유무 - 3. 낙심하거나 우울할 때 이야기 할 사람,"있다 (1689명, 82.8%)","없다 (352명, 17.2%)",,"있다
없다
비해당"
도시 이미지·정체성,Q45a4,문45. 수원시 내 도움을 요청할 사람 유무 - 4. 어린 자녀(또는 돌봄이 필요한 가족)를 맡겨야 할 때 돌봐 줄 사람,"비해당 (1412명, 69.2%)","있다 (480명, 23.5%)","없다 (149명, 7.3%)","있다
없다
비해당"
도시 이미지·정체성,Q46,문46. 5년 후 수원시 거주 의향,"거주할 의향이 있다 (1905명, 93.3%)","거주할 의향이 없다 (136명, 6.7%)",,"거주할 의향이 있다
거주할 의향이 없다"
도시 이미지·정체성,Q46_1,문46-1. 5년 후 수원시에 거주할 주요 이유,"학교, 직장, 사업장 위치 (545명, 44.0%)","가족, 지인 거주 (374명, 30.2%)","쾌적한 자연환경(공원, 녹지 등) (320명, 25.8%)","학교, 직장, 사업장 위치
교통수단 편리
쾌적한 자연환경(공원, 녹지 등)
편리한 생활·문화·교육인프라
경제적 여건(저렴한 전·월세, 낮은 물가 등)
가족, 지인 거주
일자리 만족
기타"
도시 이미지·정체성,Q46_2,문46-2. 5년 후 수원시에 거주하지 않는 주요 이유,"더 나은 일자리 기회 또는 구직을 위해서 (46명, 51.7%)","더 나은 주거환경을 위해서 (22명, 24.7%)","더 나은 교육·보육·의료 환경을 위해서 (21명, 23.6%)","주거비 부담을 줄이기 위해서
통근·통학의 어려움을 해결하기 위해서
더 나은 교육·보육·의료 환경을 위해서
더 나은 일자리 기회 또는 구직을 위해서
더 나은 문화를 누리기 위해서
더 나은 주거환경을 위해서
가족, 친척, 친지가 사는 지역이어서
기타"
도시 이미지·정체성,Q46_2op,문46-2. 5년 후 수원시에 거주하지 않는 주요 이유_기타,"출퇴근 (1명, 100.0%)",,,
정책 인지도·만족도(체감도),Q47,문47. 수원시 정책 관심도,"③보통이다 (1161명, 59.6%)","④많은 편이다 (527명, 27.1%)","②없는 편이다 (259명, 13.3%)","①전혀 없다
②없는 편이다
③보통이다
④많은 편이다
⑤매우 많다
관심 없음
보통
관심 많음
모름/무응답"
경제,Q48a1,"문48. 수원시 10대 비전(탄탄한 경제 특례시) - 1. 기업하기 좋은 도시, 활력 넘치는/경제도시","⑤ (770명, 45.0%)","⑥ (606명, 35.4%)","⑦매우 중요하다 (334명, 19.5%)","①전혀 중요하지 않다
②
③
④보통
⑤
⑥
⑦매우 중요하다
중요하지 않음
보통
중요함
모름/무응답"
경제,Q48a2,문48. 수원시 10대 비전(탄탄한 경제 특례시) - 2. 편리하고 효율적인/ 첨단교통 도시,"⑤ (680명, 41.0%)","⑥ (612명, 36.9%)","④보통 (368명, 22.2%)","①전혀 중요하지 않다
②
③
④보통
⑤
⑥
⑦매우 중요하다
중요하지 않음
보통
중요함
모름/무응답"
경제,Q48a3,문48. 수원시 10대 비전(탄탄한 경제 특례시) - 3. 도약의 기회를 제공하는/청년도시,"⑤ (667명, 41.5%)","⑥ (604명, 37.6%)","④보통 (337명, 21.0%)","①전혀 중요하지 않다
②
③
④보통
⑤
⑥
⑦매우 중요하다
중요하지 않음
보통
중요함
모름/무응답"
도시 이미지·정체성,Q48b1,문48. 수원시 10대 비전(깨끗한 생활 특례시) - 1. 탄소중립 실현으로 지속가능 미래도시,"⑤ (702명, 41.9%)","⑥ (588명, 35.1%)","④보통 (385명, 23.0%)","①전혀 중요하지 않다
②
③
④보통
⑤
⑥
⑦매우 중요하다
중요하지 않음
보통
중요함
모름/무응답"
도시 이미지·정체성,Q48b2,문48. 수원시 10대 비전(깨끗한 생활 특례시) - 2. 시민의 안전·보건 최우선 스마트도시,"⑥ (631명, 37.6%)","⑤ (621명, 37.0%)","④보통 (428명, 25.5%)","①전혀 중요하지 않다
②
③
④보통
⑤
⑥
⑦매우 중요하다
중요하지 않음
보통
중요함
모름/무응답"
도시 이미지·정체성,Q48b3,문48. 수원시 10대 비전(깨끗한 생활 특례시) - 3. 시민의 미래 가치를 담아내는 계획도시,"⑤ (667명, 39.3%)","⑥ (623명, 36.7%)","④보통 (408명, 24.0%)","①전혀 중요하지 않다
②
③
④보통
⑤
⑥
⑦매우 중요하다
중요하지 않음
보통
중요함
모름/무응답"
도시 이미지·정체성,Q48c1,문48. 수원시 10대 비전(따뜻한 돌봄 특례시) - 1. 사각지대 없는 따뜻한 돌봄 도시,"⑤ (624명, 38.8%)","⑥ (560명, 34.8%)","④보통 (426명, 26.5%)","①전혀 중요하지 않다
②
③
④보통
⑤
⑥
⑦매우 중요하다
중요하지 않음
보통
중요함
모름/무응답"
도시 이미지·정체성,Q48c2,문48. 수원시 10대 비전(따뜻한 돌봄 특례시) - 2. 청소년의 꿈을 응원하는 교육도시,"⑤ (681명, 40.7%)","⑥ (568명, 33.9%)","④보통 (426명, 25.4%)","①전혀 중요하지 않다
②
③
④보통
⑤
⑥
⑦매우 중요하다
중요하지 않음
보통
중요함
모름/무응답"
스포츠 문화,Q48c3,"문48. 수원시 10대 비전(따뜻한 돌봄 특례시) - 3. 일상 속 문화, 건강한 스포츠도시","⑤ (727명, 41.6%)","⑥ (587명, 33.6%)","④보통 (435명, 24.9%)","①전혀 중요하지 않다
②
③
④보통
⑤
⑥
⑦매우 중요하다
중요하지 않음
보통
중요함
모름/무응답"
도시 이미지·정체성,Q48d1,"문48. 수원시 10대 비전(행정혁신 특례시) - 1. 시민과의 소통, 혁신행정 도시","⑤ (759명, 42.8%)","⑥ (527명, 29.7%)","④보통 (486명, 27.4%)","①전혀 중요하지 않다
②
③
④보통
⑤
⑥
⑦매우 중요하다
중요하지 않음
보통
중요함
모름/무응답"
경제,Q49a1,문49. 수원시의 바람직한 미래상 - 1. 활력 있는 경제도시 수원,"⑤ (807명, 44.7%)","⑥ (678명, 37.6%)","⑦매우 중요하다 (319명, 17.7%)","①전혀 중요하지 않다
②
③
④보통
⑤
⑥
⑦매우 중요하다
중요하지 않음
보통
중요함
모름/무응답"
도시 이미지·정체성,Q49a10,문49. 수원시의 바람직한 미래상 - 10. 편리한 교통 도시 수원,"⑤ (696명, 41.8%)","⑥ (595명, 35.7%)","④보통 (375명, 22.5%)","①전혀 중요하지 않다
②
③
④보통
⑤
⑥
⑦매우 중요하다
중요하지 않음
보통
중요함
모름/무응답"
스포츠 문화,Q49a11,문49. 수원시의 바람직한 미래상 - 11. 역동적인 스포츠도시 수원,"⑤ (804명, 43.9%)","⑥ (630명, 34.4%)","④보통 (398명, 21.7%)","①전혀 중요하지 않다
②
③
④보통
⑤
⑥
⑦매우 중요하다
중요하지 않음
보통
중요함
모름/무응답"
경제,Q49a12,문49. 수원시의 바람직한 미래상 - 12. 경기도 수부도시 수원,"⑤ (826명, 44.3%)","⑥ (604명, 32.4%)","④보통 (436명, 23.4%)","①전혀 중요하지 않다
②
③
④보통
⑤
⑥
⑦매우 중요하다
중요하지 않음
보통
중요함
모름/무응답"
도시 이미지·정체성,Q49a2,문49. 수원시의 바람직한 미래상 - 2. 품격 있는 교육도시 수원,"⑤ (792명, 46.0%)","⑥ (633명, 36.8%)","④보통 (297명, 17.2%)","①전혀 중요하지 않다
②
③
④보통
⑤
⑥
⑦매우 중요하다
중요하지 않음
보통
중요함
모름/무응답"
도시 이미지·정체성,Q49a3,문49. 수원시의 바람직한 미래상 - 3. 융성하는 문화도시 수원,"⑥ (706명, 41.3%)","⑤ (629명, 36.8%)","④보통 (373명, 21.8%)","①전혀 중요하지 않다
②
③
④보통
⑤
⑥
⑦매우 중요하다
중요하지 않음
보통
중요함
모름/무응답"
도시 이미지·정체성,Q49a4,문49. 수원시의 바람직한 미래상 - 4. 따뜻한 복지도시 수원,"⑤ (636명, 39.3%)","⑥ (603명, 37.3%)","④보통 (378명, 23.4%)","①전혀 중요하지 않다
②
③
④보통
⑤
⑥
⑦매우 중요하다
중요하지 않음
보통
중요함
모름/무응답"
도시 이미지·정체성,Q49a5,문49. 수원시의 바람직한 미래상 - 5. 건강한 삶이 보장된 보건도시 수원,"⑤ (672명, 39.8%)","⑥ (630명, 37.3%)","④보통 (387명, 22.9%)","①전혀 중요하지 않다
②
③
④보통
⑤
⑥
⑦매우 중요하다
중요하지 않음
보통
중요함
모름/무응답"
도시 이미지·정체성,Q49a6,문49. 수원시의 바람직한 미래상 - 6. 안전제일 도시 수원,"⑤ (707명, 41.8%)","⑥ (639명, 37.8%)","④보통 (345명, 20.4%)","①전혀 중요하지 않다
②
③
④보통
⑤
⑥
⑦매우 중요하다
중요하지 않음
보통
중요함
모름/무응답"
도시 이미지·정체성,Q49a7,문49. 수원시의 바람직한 미래상 - 7. 쾌적한 환경도시 수원,"⑤ (690명, 40.1%)","⑥ (642명, 37.3%)","④보통 (389명, 22.6%)","①전혀 중요하지 않다
②
③
④보통
⑤
⑥
⑦매우 중요하다
중요하지 않음
보통
중요함
모름/무응답"
도시 이미지·정체성,Q49a8,문49. 수원시의 바람직한 미래상 - 8. 지속가능한 탄소중립 도시 수원,"⑤ (737명, 42.3%)","⑥ (588명, 33.7%)","④보통 (418명, 24.0%)","①전혀 중요하지 않다
②
③
④보통
⑤
⑥
⑦매우 중요하다
중요하지 않음
보통
중요함
모름/무응답"
도시 이미지·정체성,Q49a9,문49. 수원시의 바람직한 미래상 - 9. 첨단 스마트 도시 수원,"⑤ (717명, 40.9%)","⑥ (627명, 35.8%)","④보통 (408명, 23.3%)","①전혀 중요하지 않다
②
③
④보통
⑤
⑥
⑦매우 중요하다
중요하지 않음
보통
중요함
모름/무응답"
경제,Q4_1,문4-1. 고용형태,"상용직 임금근로자 (1154명, 81.4%)","임시직 임금근로자 (138명, 9.7%)","고용원이 없는 자영업자 (125명, 8.8%)","상용직 임금근로자
임시직 임금근로자
일용직 임금근로자
특수고용 종사자
고용원이 있는 자영업자
고용원이 없는 자영업자
무급가족종사자"
정책 인지도·만족도(체감도),Q50_1r1,문50-1. 수원시 정책 우선 확대 분야 - 1순위,"일자리 (456명, 39.1%)","복지 (390명, 33.4%)","산업 및 경제 (321명, 27.5%)","복지
교통
산업 및 경제
일자리
주거 및 생활
도시계획 및 정비
문화, 체육, 관광
교육 및 평생학습
안전
환경 및 기후변화
인구
기타"
